f_Hz,teorico_re,teorico_im,"Medido (simplificado, 3 patrones)_re","Medido (simplificado, 3 patrones)_im","Medido (completo, 4 patrones, Automático)_re","Medido (completo, 4 patrones, Automático)_im","Medido (completo, 4 patrones, Clásico)_re","Medido (completo, 4 patrones, Clásico)_im"
1000000.0,25.949956408252227,-0.030585223440360323,-30.88928391893808,-14.294608546320871,127.53225968054946,-28.861054297884387,127.53225968054946,-28.861054297884387
2000000.0,25.949825634076454,-0.06117007324021845,-2.038419319091389,-7.143784133671611,271.0139136035519,-7.5693962132033965,271.0139136035519,-7.5693962132033965
3000000.0,25.949607680675253,-0.09175417577432253,8.662374129941561,-5.163015202426845,9.113629484107488,-5.127102239502057,9.113629484107488,-5.127102239502057
4000000.0,25.949302553386012,-0.12233715744792006,12.390755750173206,-3.23743925540739,12.663374980692966,-3.471224219079667,12.663374980692966,-3.471224219079667
5000000.0,25.94891025968063,-0.15291864471200448,15.594111169221938,-2.5657936788199827,15.559457348919807,-2.56506552652023,15.559457348919807,-2.56506552652023
6000000.0,25.948430809165043,-0.18349826407855752,17.69288617168426,-2.1282316050837826,17.389434941400346,-2.222015095461301,17.4479318483183,-2.2144644328081697
7000000.0,25.94786421357864,-0.21407564213578642,19.14359375722795,-1.4724772985283379,18.397407802105292,-1.7481966984691777,18.549770921115226,-1.7145757280872067
8000000.0,25.947210486793566,-0.24465040556335502,20.29338672819384,-1.5802770637999615,19.39531366529544,-1.8128044992339,19.588137652886676,-1.7893337127264444
9000000.0,25.946469644813817,-0.2752221811476062,20.980036688538117,-1.094969949343433,19.902240111319575,-1.451961242703366,20.14096470250723,-1.4007883861385384
10000000.0,25.945641705774335,-0.30579059579677614,21.932894521164858,-1.280598495706228,20.682686134619175,-1.4083673588769192,20.965440527131157,-1.4063480343025874
11000000.0,25.94472668993983,-0.33635527655619735,21.912754895237846,-1.3331094056972577,20.758040361852657,-1.6243872443156169,21.026116975511723,-1.5880755746896305
12000000.0,25.943724619703598,-0.3669158506234903,22.580796591586168,-0.9810140214826923,21.27541033116866,-1.518200050176324,21.59253344847387,-1.4267636002711765
13000000.0,25.942635519586105,-0.397471945363742,23.463811954273442,-1.033819256900499,21.91736937612839,-1.4480766837839862,22.298957088960105,-1.3853304534447972
14000000.0,25.941459416233506,-0.4280231883246701,23.737418706206075,-1.1545853744784753,21.957108001100536,-1.5583985625774943,22.393752685375052,-1.506916257314153
15000000.0,25.940196338416033,-0.45856920725177214,24.192996985535984,-0.9389648329756186,22.212189192456304,-1.593691044612538,22.70975596454307,-1.489625221171832
16000000.0,25.938846317026204,-0.4891096301034561,24.330071338503277,-0.9232173844541389,22.550360061872894,-1.6991507023429624,23.015572269863902,-1.5594074736969075
17000000.0,25.937409385076965,-0.5196440850661549,24.63954431740159,-0.9506930064081622,22.49621527881652,-1.567568024893638,23.038740869522,-1.4737334133579325
18000000.0,25.935885577699644,-0.5501722005694195,24.911326820833548,-1.0037749517846182,22.820461703847364,-1.592621339161592,23.360334934222774,-1.5016081776890546
19000000.0,25.93427493214183,-0.5806936053009925,25.025218571937895,-0.999410249442981,22.92885693250856,-1.6047456725134193,23.474076334131468,-1.5093285224337696
20000000.0,25.932577487765087,-0.6112079282218595,25.106610488852763,-0.9774150519675221,22.92389950471438,-1.7401956635869518,23.496205768935603,-1.6143308801955243
