f_Hz,teorico_re,teorico_im,"Medido (simplificado, 3 patrones)_re","Medido (simplificado, 3 patrones)_im","Medido (completo, 4 patrones, Automático)_re","Medido (completo, 4 patrones, Automático)_im","Medido (completo, 4 patrones, Clásico)_re","Medido (completo, 4 patrones, Clásico)_im"
100000000.0,18.892340933288118,-5.542610473608728,25.696321718456968,-2.480186674268276,18.89234093328813,-5.542610473608736,18.89234093328813,-5.542610473608736
105000000.0,18.713303752639895,-5.751881288461378,25.583677619934086,-2.767210664193255,18.713303752639842,-5.751881288461367,18.713303752639842,-5.751881288461367
110000000.0,18.529971687304702,-5.952984049101251,25.59257006472995,-2.9698119826241,18.5299716873047,-5.9529840491012465,18.5299716873047,-5.9529840491012465
115000000.0,18.342804364066208,-6.145877044586238,25.498235403679587,-3.1744841302937488,18.342804364066257,-6.1458770445862525,18.342804364066257,-6.1458770445862525
120000000.0,18.152251840445203,-6.330547604478702,25.44538858823701,-3.3517399728683985,18.152251840445217,-6.3305476044787135,18.152251840445217,-6.3305476044787135
125000000.0,17.958752750946473,-6.507010398661679,25.258732657535774,-3.5776736346048943,17.958752750946477,-6.507010398661686,17.958752750946477,-6.507010398661686
130000000.0,17.762732681420562,-6.675305643445125,25.23630884467847,-3.781781561250102,17.762732681420573,-6.675305643445128,17.762732681420573,-6.675305643445128
135000000.0,17.56460276975707,-6.835497241916246,25.130052882189144,-3.9956997458805925,17.564602769757034,-6.83549724191623,17.564602769757034,-6.83549724191623
140000000.0,17.36475852801473,-6.98767088465788,24.998438243643378,-4.228181177598085,17.3647585280147,-6.98767088465787,17.3647585280147,-6.98767088465787
145000000.0,17.163578878422676,-7.131932134853948,24.95037229895293,-4.430734209562831,17.163578878422594,-7.13193213485392,17.163578878422594,-7.13193213485392
150000000.0,16.961425393462807,-7.268404519503966,24.860548391785994,-4.624473959753191,16.961425393462818,-7.268404519503973,16.961425393462818,-7.268404519503973
155000000.0,16.758641728456972,-7.397227646055304,24.739097696969846,-4.830439182825866,16.75864172845696,-7.397227646055302,16.75864172845696,-7.397227646055302
160000000.0,16.555553233715802,-7.518555361300709,24.61414551230436,-4.978148530411654,16.555553233715784,-7.518555361300694,16.555553233715784,-7.518555361300694
165000000.0,16.352466732332218,-7.632553966939499,24.549965734966648,-5.09147173393577,16.352466732332203,-7.6325539669394935,16.352466732332203,-7.6325539669394935
170000000.0,16.149670449088177,-7.739400503814059,24.419391021163513,-5.278847537190826,16.149670449088198,-7.739400503814071,16.149670449088198,-7.739400503814071
175000000.0,15.947434075651017,-7.839281114550227,24.343831188462733,-5.433042908642448,15.94743407565102,-7.839281114550237,15.94743407565102,-7.839281114550237
180000000.0,15.746008957226046,-7.932389492183315,24.21221959003274,-5.661989045445572,15.74600895722606,-7.932389492183326,15.74600895722606,-7.932389492183326
185000000.0,15.545628386064188,-8.01892542036448,24.068368048877634,-5.784478787339101,15.545628386064132,-8.018925420364452,15.545628386064132,-8.018925420364452
190000000.0,15.346507987657626,-8.099093408931546,24.020682639116455,-5.950246394992735,15.346507987657589,-8.099093408931532,15.346507987657589,-8.099093408931532
195000000.0,15.148846186053895,-8.17310142700317,23.922442457329534,-6.091089676087264,15.148846186053923,-8.173101427003177,15.148846186053923,-8.173101427003177
200000000.0,14.952824735444045,-8.24115973431935,23.79960299784954,-6.255053340476955,14.952824735444054,-8.24115973431936,14.952824735444054,-8.24115973431936
205000000.0,14.75860930599985,-8.303479810302878,23.63528104212076,-6.435140030036993,14.758609305999865,-8.303479810302893,14.758609305999865,-8.303479810302893
210000000.0,14.566350112819272,-8.360273379250199,23.569115977589696,-6.609772076504399,14.566350112819295,-8.36027337925021,14.566350112819295,-8.36027337925021
215000000.0,14.37618257776199,-8.411751529167516,23.425742236076147,-6.705600066759545,14.376182577761965,-8.411751529167509,14.376182577761965,-8.411751529167509
220000000.0,14.188228014895415,-8.458123921037833,23.296987943870946,-6.866686232885691,14.188228014895401,-8.458123921037831,14.188228014895401,-8.458123921037831
225000000.0,14.002594331207078,-8.499598084724516,23.191628852642495,-6.991160510215339,14.002594331207119,-8.49959808472454,14.002594331207119,-8.49959808472454
230000000.0,13.819376735155704,-8.536378797272944,23.0918485097033,-7.150713837164554,13.819376735155721,-8.536378797272945,13.819376735155721,-8.536378797272945
235000000.0,13.638658446518448,-8.56866753905017,22.97190031464838,-7.2340284005186355,13.638658446518452,-8.568667539050157,13.638658446518452,-8.568667539050157
240000000.0,13.460511401835342,-8.596662022948653,22.824418231097727,-7.416352245815348,13.460511401835346,-8.59666202294866,13.460511401835346,-8.59666202294866
245000000.0,13.284996950547228,-8.620555791760546,22.72167030497121,-7.471498230131445,13.284996950547217,-8.620555791760545,13.284996950547217,-8.620555791760545
250000000.0,13.11216653766517,-8.640537878790235,22.626139864969566,-7.589939828663143,13.11216653766518,-8.64053787879025,13.11216653766518,-8.64053787879025
255000000.0,12.942062369494211,-8.656792526802453,22.449734458558297,-7.735312114691427,12.9420623694942,-8.656792526802452,12.9420623694942,-8.656792526802452
260000000.0,12.774718059561346,-8.669498960489525,22.354603901167774,-7.792703626843666,12.774718059561366,-8.669498960489534,12.774718059561366,-8.669498960489534
265000000.0,12.610159252466355,-8.678831207774005,22.207163695621684,-7.91214690482249,12.61015925246638,-8.678831207774019,12.61015925246638,-8.678831207774019
270000000.0,12.448404223885497,-8.684957965431863,22.076001519232026,-8.025468768884222,12.44840422388548,-8.684957965431858,12.44840422388548,-8.684957965431858
275000000.0,12.289464455414372,-8.688042504718888,21.963731749197283,-8.160965992017728,12.289464455414372,-8.688042504718897,12.289464455414372,-8.688042504718897
280000000.0,12.13334518333933,-8.688242612900586,21.850809953823862,-8.215522296880781,12.133345183339312,-8.688242612900577,12.133345183339312,-8.688242612900577
285000000.0,11.980045920780183,-8.685710566818083,21.705669565634953,-8.330973711777172,11.980045920780162,-8.685710566818074,11.980045920780162,-8.685710566818074
290000000.0,11.829560952953631,-8.680593134862988,21.58573341399066,-8.427701806639794,11.829560952953663,-8.680593134863008,11.829560952953663,-8.680593134863008
295000000.0,11.681879805570171,-8.673031603978572,21.46545333723606,-8.520691775414418,11.681879805570157,-8.67303160397856,11.681879805570157,-8.67303160397856
300000000.0,11.536987686601272,-8.66316182854895,21.340365370091448,-8.630565906030201,11.536987686601256,-8.663161828548933,11.536987686601256,-8.663161828548933
