f_Hz,teorico_re,teorico_im,"Medido (simplificado, 3 patrones)_re","Medido (simplificado, 3 patrones)_im","Medido (completo, 4 patrones)_re","Medido (completo, 4 patrones)_im"
1000000.0,24.42997855906131,-0.020725064895291818,2.595153343399942,-7.082926756281218,32.518184839233136,-19.553736600958278
2000000.0,24.429914236522112,-0.04144999634133218,3.1622141506495556,-2.139680294794752,31.227130183588272,-26.598661866946344
3000000.0,24.429807033212995,-0.06217466089174168,5.518719474068435,2.0289240664331722,7.784766087696626,-6.214933208309043
4000000.0,24.429656950518236,-0.0828989251058848,7.1906082696805145,4.281918342749634,11.69130123811141,-4.221585974876375
5000000.0,24.42946399037577,-0.10362265555174154,9.782008906484283,5.946960104106125,14.540921904829569,-2.9667761130554586
6000000.0,24.429228155277123,-0.12434571880877876,12.077223246582308,6.732235452905371,16.296089558577943,-2.3418153113442193
7000000.0,24.42894944826733,-0.14506798147082084,13.875862087135847,7.241419101205703,15.909479965895036,-3.5630357550864544
8000000.0,24.428627872944823,-0.16578931014891968,15.614041990874053,7.104886364937546,16.902938414508608,-3.5331005201990062
9000000.0,24.428263433461343,-0.18650957147422415,16.711261824320736,7.139557815285789,17.527694856971024,-3.0555055221510767
10000000.0,24.427856134521775,-0.2072286321008483,18.064362201928812,6.822215921593606,18.33164161809577,-2.9514958634677164
11000000.0,24.427405981384027,-0.22794635870873892,18.55250584416577,6.255710851981696,18.438696797682006,-2.965779019996554
12000000.0,24.42691297985884,-0.24866261800654157,19.391197816314694,6.223108053418233,18.979665987122896,-2.747327990742671
13000000.0,24.426377136309597,-0.26937727673446554,20.46082014542356,5.997310126854609,19.635468441005127,-2.6086447966864594
14000000.0,24.425798457652135,-0.29009020166714716,20.941894345928485,5.599066250846339,19.728136636111763,-2.578059867487182
15000000.0,24.425176951354512,-0.31080125961651217,21.50471774592623,5.500274300326698,20.000226833617663,-2.4862910796648365
16000000.0,24.42451262543677,-0.33151031743463516,21.812533241121464,5.240093752332291,20.312903741468347,-2.508321407391145
17000000.0,24.423805488470663,-0.3522172420165989,22.190325026756557,4.9389773380839515,20.35751528544906,-2.277533695702557
18000000.0,24.423055549579395,-0.3729219003033497,22.60625535422266,4.6851715481633605,20.67155171898965,-2.2300870785145106
19000000.0,24.42226281843734,-0.39362415928455335,22.80689642122256,4.437217116178995,20.8050999503555,-2.156790352141194
20000000.0,24.42142730526968,-0.41432388600144565,22.974676860159104,4.221095455491269,20.821214808845095,-2.1805465599319764
21000000.0,24.420549020852132,-0.4350209475496834,23.23083492461398,4.064966661660095,20.986642878578962,-2.1133406814633156
22000000.0,24.419627976510576,-0.45571521108219154,23.353528411967204,3.8789824350466513,20.9982929677216,-2.089326591523157
23000000.0,24.418664184120665,-0.4764065438120076,23.345497983896504,3.616098772929656,20.987152630160345,-2.0470451340763556
24000000.0,24.417657656107508,-0.4970948130151247,23.553893095741195,3.572031686575055,21.022748741407604,-1.9051988326722145
25000000.0,24.416608405445192,-0.5177798860333296,23.808268027515773,3.383740797998538,21.22613141807804,-1.9981604033463287
26000000.0,24.41551644565643,-0.5384616302770406,23.87885205129474,3.248379192956604,21.312470148131023,-1.955777522511044
27000000.0,24.414381790812076,-0.559139913228139,24.137758190281158,3.1415634415037608,21.473384024058994,-1.959574415659575
28000000.0,24.413204455530703,-0.5798146024428005,24.106272189021993,2.9341786423903606,21.518019043338104,-2.0716335974118665
29000000.0,24.411984454978136,-0.6004855655543214,24.30149503873567,2.7913223596072134,21.552474642524928,-2.0081663647362524
30000000.0,24.41072180486693,-0.6211526702759419,24.347607461136366,2.622325295986705,21.54703522426738,-1.9301570172215496
31000000.0,24.4094165214559,-0.6418157844036647,24.540015450774497,2.5522049475726996,21.56005667619441,-2.0119536697408495
32000000.0,24.408068621549575,-0.662474775819073,24.573717181942786,2.4354895961923506,21.6206789769815,-1.949782838776789
33000000.0,24.406678122497674,-0.6831295124921402,24.633498638692437,2.3923757730785584,21.715230020038707,-1.9659677772315114
34000000.0,24.405245042194547,-0.7037798624840401,24.69082735832623,2.269868408851664,21.7427027005334,-2.0081319380637606
35000000.0,24.403769399078584,-0.7244256939499485,24.76501479897462,2.120281110870856,21.771974898513214,-1.9805342589664137
36000000.0,24.402251212131635,-0.7450668751418452,24.79670005689715,1.9794746193722959,21.70389448775145,-1.9557861947390833
37000000.0,24.4006905008784,-0.7657032744113079,24.8103478594819,1.9750376472432034,21.75256985188571,-2.008619557803472
38000000.0,24.399087285385818,-0.7863347602123041,24.84142953804603,1.8619366287240011,21.825542109888445,-1.9630326262105584
39000000.0,24.397441586262392,-0.8069612011039763,24.85189538573621,1.7707662113746592,21.82918314278608,-1.996244870636113
40000000.0,24.39575342465753,-0.8275824657534245,24.888634832529046,1.6652874980291772,21.77853751821335,-1.983447578752084
41000000.0,24.394022822260915,-0.8481984229384827,24.940302352415024,1.5562710907964608,21.720132863042878,-1.997780766348331
42000000.0,24.392249801301745,-0.8688089415504909,25.020904409110866,1.5324999350047521,21.852905641690853,-1.9746920463754318
43000000.0,24.39043438454806,-0.8894138905970607,25.10066321024673,1.485648837571379,21.888260118696625,-2.0240503599922945
44000000.0,24.388576595306002,-0.9100131392048383,25.12741235622895,1.3784888031378897,21.916325888381994,-2.019953704497694
45000000.0,24.386676457419085,-0.93060655662226,25.06666211052338,1.3334030492865567,21.894064671530042,-2.0268767115156967
46000000.0,24.3847339952674,-0.9511940122223033,25.08556814948954,1.2426832269834152,21.868233854418683,-2.0691979974092374
47000000.0,24.38274923376686,-0.9717753755052306,25.093148503830843,1.1619169632901767,21.873874905191435,-2.0598281693291343
48000000.0,24.3807221983684,-0.992350516101331,25.113897728920126,1.1296673409607534,21.874728957417236,-2.0772499958580433
49000000.0,24.378652915057145,-1.0129193037736517,25.17618133693497,1.0390006219691625,21.889892504823116,-2.0400364646119575
50000000.0,24.37654141035162,-1.033481608420727,25.174705355316142,1.0037417783501466,21.937248638464283,-2.1040934961799493
51000000.0,24.37438771130286,-1.0540373000793004,25.19094749279215,0.9050489017739465,21.905917097441353,-2.1342289806197763
52000000.0,24.372191845493564,-1.0745862489270386,25.25943539428004,0.867557241563438,21.963157071258294,-2.1737171481957835
53000000.0,24.369953841037226,-1.0951283252852417,25.25851052872982,0.8097058886916614,21.951087657750215,-2.1392438598147963
54000000.0,24.367673726577216,-1.1156633996215453,25.28825548194029,0.742384122100858,21.935786664242805,-2.178710373249005
55000000.0,24.365351531285896,-1.1361913425526187,25.329417266767095,0.7004757709938157,22.0056228937509,-2.187837818744904
56000000.0,24.362987284863667,-1.156712024846852,25.34661085443769,0.6430250173804702,22.004347503046606,-2.1700229198354144
57000000.0,24.360581017538028,-1.177225317427041,25.345719348865487,0.5665446213590412,21.985095956774497,-2.182055700621239
58000000.0,24.358132760062617,-1.1977310913730619,25.354873254150792,0.5266064401725413,22.015272885980817,-2.2747927700874873
59000000.0,24.355642543716236,-1.2182292179245413,25.405226531402867,0.4912734639684206,22.0051081476222,-2.283019747827951
60000000.0,24.35311040030186,-1.2387195684835182,25.41631961984938,0.4286290285673963,21.986350583359858,-2.3004981513724267
61000000.0,24.350536362145597,-1.2592020146170972,25.42457850883541,0.3920709995476869,22.018892625813944,-2.329361460790889
62000000.0,24.347920462095722,-1.279676428060098,25.432975491580372,0.3180501444634448,22.015017953784085,-2.3285579692580436
63000000.0,24.34526273352156,-1.3001426807176955,25.43329333982015,0.2884175930032087,22.019276045885988,-2.324630192675889
64000000.0,24.342563210312495,-1.3206006446680496,25.44243542552542,0.21845511991000097,22.048733844064557,-2.3493378836460566
65000000.0,24.339821926876844,-1.3410501921649327,25.48915958754877,0.17239241074067085,22.032720803694925,-2.38680560754113
66000000.0,24.337038918140806,-1.3614911956403455,25.484073387318375,0.1155144920088373,22.032037725612568,-2.425685720411605
67000000.0,24.334214219547327,-1.3819235277071273,25.484716082278652,0.08516233558381152,22.058231267362366,-2.4091660667631114
68000000.0,24.331347867054994,-1.4023470611615558,25.516892415914878,0.054049557675026866,22.051000733284287,-2.4373191971467447
69000000.0,24.328439897136896,-1.4227616689859397,25.51267479302228,0.010488884263926558,22.06362766156168,-2.459414718600726
70000000.0,24.325490346779475,-1.4431672243512066,25.515947615278648,-0.024277539056641293,22.078207485306923,-2.4644185630117166
71000000.0,24.322499253481343,-1.4635636006194763,25.553522061787316,-0.0929988524685313,22.04313954711704,-2.5258929309673324
72000000.0,24.31946665525212,-1.4839506713466315,25.557625745912443,-0.1428593983057484,22.058830215844388,-2.509305297132304
73000000.0,24.31639259061121,-1.5043283102848737,25.551584006958112,-0.180407985048144,22.078021938210366,-2.535936698365045
74000000.0,24.313277098586607,-1.5246963913852787,25.559269185212365,-0.19459687162155825,22.073487418756745,-2.5500469211122407
75000000.0,24.310120218713667,-1.5450547888003368,25.555500070695214,-0.23981961146757363,22.061732616901754,-2.5904445005601326
76000000.0,24.306921991033846,-1.565403376886486,25.577116550318728,-0.29749993879400544,22.08589347533436,-2.6055417117245914
77000000.0,24.30368245609345,-1.585742030206635,25.56952831015733,-0.3129193004554773,22.074547992857728,-2.6349266527748805
78000000.0,24.300401654942377,-1.6060706235326818,25.58553022618315,-0.3718696413138559,22.062902149436244,-2.684430841053421
79000000.0,24.29707962913279,-1.626389031848019,25.57888071348617,-0.4007879405554509,22.069553166003196,-2.6961946568205923
80000000.0,24.293716420717843,-1.6466971303500284,25.606116801192638,-0.4366199033742048,22.07020470615243,-2.7246588639635587
81000000.0,24.29031207225035,-1.6669947944525711,25.59492275903297,-0.4646649800743221,22.057452571430915,-2.7546858247934534
82000000.0,24.286866626781478,-1.6872818997884658,25.621747937964617,-0.5041244810864584,22.052668364238187,-2.7757676609603403
83000000.0,24.283380127859346,-1.7075583222119561,25.596756085705607,-0.5275627572779318,22.066771072075078,-2.8090779573740194
84000000.0,24.2798526195277,-1.727823937801169,25.615419280682147,-0.5847582067847633,22.05929480430078,-2.8241374043747722
85000000.0,24.276284146324535,-1.7480786228605658,25.61124357328576,-0.6435923043862025,22.05663109091442,-2.838762463831302
86000000.0,24.272674753280697,-1.7683222539233814,25.643198473177907,-0.6745069858160214,22.042349598612216,-2.8695156117676555
